name	x	y	z	size	group	hemisphere	WM	SOZ	EZ
Y11	34.34	-16.709832	41.28	5.027	Y	R	1	0	0
Y12	34.18	-18.379832	44.36	5.027	Y	R	1	0	0
J01	39.76	-33.939832	29.23	5.027	J	R	0	0	0
J02	43.23	-33.589832	29.53	5.027	J	R	0	0	1
J03	46.7	-33.229832	29.83	5.027	J	R	0	0	1
J04	50.17	-32.879832	30.12	5.027	J	R	0	0	1
J05	53.64	-32.529832	30.42	5.027	J	R	0	0	0
J06	57.11	-32.169832	30.72	5.027	J	R	0	0	0
J07	60.58	-31.819832	31.01	5.027	J	R	0	0	0
J08	64.05	-31.459832	31.31	5.027	J	R	0	0	0
V01	7.41999999999999	-56.389832	31.15	5.027	V	R	0	1	1
V02	10.64	-55.729832	32.34	5.027	V	R	0	1	1
V03	13.87	-55.069832	33.53	5.027	V	R	0	1	1
V04	17.09	-54.409832	34.72	5.027	V	R	0	1	1
V05	20.32	-53.749832	35.91	5.027	V	R	0	1	1
V06	23.54	-53.089832	37.1	5.027	V	R	0	1	1
V07	26.77	-52.429832	38.29	5.027	V	R	1	0	1
V11	39.67	-49.789832	43.04	5.027	V	R	0	0	1
V12	42.89	-49.129832	44.23	5.027	V	R	0	0	1
V13	46.12	-48.469832	45.42	5.027	V	R	0	0	1
V14	49.34	-47.799832	46.61	5.027	V	R	0	0	1
V15	52.57	-47.139832	47.8	5.027	V	R	0	0	1
V16	55.79	-46.479832	48.99	5.027	V	R	0	0	1
I'01	-24.92	8.570168	-5.03999999999999	5.027	I'	L	0	0	0
I'02	-28.18	7.34016799999999	-4.69	5.027	I'	L	0	0	0
I'03	-31.44	6.12016799999999	-4.34	5.027	I'	L	0	0	0
I'04	-34.7	4.890168	-3.97999999999999	5.027	I'	L	0	0	0
I'05	-37.96	3.67016799999999	-3.63	5.027	I'	L	1	0	0
I'07	-44.48	1.220168	-2.91999999999999	5.027	I'	L	0	0	0
I'08	-47.74	0.000168000000002166	-2.56999999999999	5.027	I'	L	0	0	0
I'09	-51	-1.229832	-2.22	5.027	I'	L	0	0	0
I'10	-54.26	-2.449832	-1.86000000000001	5.027	I'	L	0	0	0
I'11	-57.51	-3.679832	-1.50999999999999	5.027	I'	L	0	0	0
I'12	-60.77	-4.899832	-1.16	5.027	I'	L	0	0	0
T'01	-33.18	-23.349832	14.35	5.027	T'	L	1	0	0
T'02	-36.58	-23.619832	15.15	5.027	T'	L	1	0	0
T'03	-39.97	-23.889832	15.95	5.027	T'	L	0	0	0
T'04	-43.37	-24.149832	16.74	5.027	T'	L	0	0	0
T'05	-46.77	-24.419832	17.54	5.027	T'	L	0	0	0
T'06	-50.17	-24.689832	18.33	5.027	T'	L	0	0	0
T'07	-53.57	-24.949832	19.13	5.027	T'	L	0	0	0
T'08	-56.96	-25.219832	19.93	5.027	T'	L	0	0	0
T'09	-60.36	-25.489832	20.72	5.027	T'	L	0	0	0
T'10	-63.76	-25.749832	21.52	5.027	T'	L	0	0	0
L'01	-31.02	-42.259832	1.15000000000001	5.027	L'	L	0	0	0
L'02	-34.09	-43.709832	1.98	5.027	L'	L	0	0	0
L'03	-37.16	-45.169832	2.81999999999999	5.027	L'	L	0	0	0
L'04	-40.23	-46.629832	3.65000000000001	5.027	L'	L	0	0	0
L'05	-43.3	-48.089832	4.48999999999999	5.027	L'	L	0	0	0
L'06	-46.36	-49.549832	5.31999999999999	5.027	L'	L	0	0	0
L'07	-49.43	-51.009832	6.16	5.027	L'	L	0	0	0
L'08	-52.5	-52.469832	7	5.027	L'	L	0	0	0
L'09	-55.57	-53.929832	7.83	5.027	L'	L	0	0	0
L'10	-58.64	-55.389832	8.67	5.027	L'	L	0	0	0
L'11	-61.71	-56.849832	9.5	5.027	L'	L	0	0	0
S01	-0.840000000000003	-41.959832	45.8	5.027	S	R	0	0	0
S02	1.33000000000001	-43.069832	48.32	5.027	S	R	0	1	1
S03	3.49000000000001	-44.169832	50.84	5.027	S	R	0	1	1
S04	5.66	-45.269832	53.36	5.027	S	R	0	1	1
S05	7.81999999999999	-46.369832	55.88	5.027	S	R	0	1	1
S06	9.99000000000001	-47.469832	58.4	5.027	S	R	0	1	1
S07	12.15	-48.569832	60.92	5.027	S	R	0	0	0
S08	14.31	-49.669832	63.44	5.027	S	R	0	0	0
S09	16.48	-50.769832	65.96	5.027	S	R	0	0	0
S10	18.64	-51.869832	68.48	5.027	S	R	0	0	0
S11	20.81	-52.969832	71.01	5.027	S	R	0	0	0
S12	22.97	-54.069832	73.53	5.027	S	R	0	0	0
S13	25.14	-55.169832	76.05	5.027	S	R	0	0	0
S14	27.3	-56.269832	78.57	5.027	S	R	0	0	0
P01	3.09	-53.529832	60.59	5.027	P	R	0	0	0
P02	6.09	-55.169832	59.86	5.027	P	R	0	0	0
P03	9.09	-56.809832	59.12	5.027	P	R	0	0	0
P04	12.1	-58.449832	58.39	5.027	P	R	0	0	0
P07	21.11	-63.369832	56.19	5.027	P	R	0	0	0
P08	24.12	-65.009832	55.46	5.027	P	R	0	0	0
P09	27.12	-66.649832	54.73	5.027	P	R	0	0	0
P10	30.12	-68.289832	53.99	5.027	P	R	0	0	0
P11	33.13	-69.929832	53.26	5.027	P	R	0	0	0
P12	36.13	-71.559832	52.53	5.027	P	R	0	0	0
P13	39.14	-73.199832	51.79	5.027	P	R	0	0	0
P14	42.14	-74.839832	51.06	5.027	P	R	0	0	0
R01	3.12	-67.329832	46.72	5.027	R	R	0	0	0
R02	6.21000000000001	-67.699832	48.31	5.027	R	R	0	0	0
R03	9.30000000000001	-68.079832	49.91	5.027	R	R	1	0	0
R04	12.4	-68.449832	51.51	5.027	R	R	0	0	0
R05	15.49	-68.829832	53.1	5.027	R	R	0	0	0
R06	18.58	-69.199832	54.7	5.027	R	R	0	0	0
R07	21.67	-69.579832	56.29	5.027	R	R	0	0	0
R08	24.77	-69.949832	57.89	5.027	R	R	0	0	0
R09	27.86	-70.329832	59.48	5.027	R	R	0	0	0
R10	30.95	-70.699832	61.08	5.027	R	R	0	0	0
R11	34.04	-71.079832	62.68	5.027	R	R	0	0	0
R12	37.13	-71.449832	64.27	5.027	R	R	0	0	0
N01	4.46000000000001	-77.539832	29.59	5.027	N	R	0	0	0
N02	7.55000000000001	-78.959832	30.43	5.027	N	R	0	0	0
N03	10.64	-80.379832	31.27	5.027	N	R	0	0	0
N04	13.72	-81.799832	32.11	5.027	N	R	0	0	0
N05	16.81	-83.229832	32.94	5.027	N	R	0	0	0
N06	19.9	-84.649832	33.78	5.027	N	R	0	0	0
N07	22.98	-86.069832	34.62	5.027	N	R	0	0	0
N08	26.07	-87.489832	35.46	5.027	N	R	0	0	0
N09	29.15	-88.919832	36.3	5.027	N	R	0	0	0
